experiment_id,train_hour,eval_hour,regime,n_train,n_eval,threshold,maha_mean_train,maha_mean_eval,maha_std_eval,maha_median_eval,pct_above_thr_train,pct_above_thr_eval,n_anomalous_eval,mahalanobis_ratio,recon_lstm_mean_train,recon_usad_mean_train,recon_tranad_mean_train,recon_lstm_mean_eval,recon_usad_mean_eval,recon_tranad_mean_eval,verdict
2,11:00-12:00,12:00-13:00,normal,355,355,59.39274559089289,30.96864717601996,559.5340151799586,355.8371257777867,440.5706745901118,5.070422535211268,100.0,355,18.06775775511512,95.39839616426279,0.029377319954965318,0.010658574284014987,78.2815527257785,0.029678610213835475,0.05689202911469718,behavioral_drift
