experiment_id,train_hour,eval_hour,regime,n_train,n_eval,threshold,maha_mean_train,maha_mean_eval,maha_std_eval,maha_median_eval,pct_above_thr_train,pct_above_thr_eval,n_anomalous_eval,mahalanobis_ratio,recon_lstm_mean_train,recon_usad_mean_train,recon_tranad_mean_train,recon_lstm_mean_eval,recon_usad_mean_eval,recon_tranad_mean_eval,verdict
4,15:00-16:00,16:00-17:00,attack,355,361,83.72712191283742,31.249537112800695,411.5024130098755,335.9972017271982,255.54804537609175,5.070422535211268,89.47368421052632,323,13.16827226990548,86.4286525941231,252871.35579335387,4.044978404089703,78.65953396297888,9709.653006514023,0.09545624090508245,behavioral_drift
