experiment_id,train_hour,eval_hour,regime,n_train,n_eval,threshold,maha_mean_train,maha_mean_eval,maha_std_eval,maha_median_eval,pct_above_thr_train,pct_above_thr_eval,n_anomalous_eval,mahalanobis_ratio,recon_lstm_mean_train,recon_usad_mean_train,recon_tranad_mean_train,recon_lstm_mean_eval,recon_usad_mean_eval,recon_tranad_mean_eval,verdict
3,13:00-14:00,14:00-15:00,attack,355,355,82.84653703371195,31.12645973376405,939.4951795990783,496.7685995934687,790.8007994167765,5.070422535211268,98.02816901408451,348,30.183168520767307,82.09808863787583,8732.11012126115,2.9089078692588166,99.25065546438728,9419.546268430899,0.14076737748904966,behavioral_drift
