experiment_id,train_hour,eval_hour,regime,n_train,n_eval,threshold,maha_mean_train,maha_mean_eval,maha_std_eval,maha_median_eval,pct_above_thr_train,pct_above_thr_eval,n_anomalous_eval,mahalanobis_ratio,recon_lstm_mean_train,recon_usad_mean_train,recon_tranad_mean_train,recon_lstm_mean_eval,recon_usad_mean_eval,recon_tranad_mean_eval,verdict
1,09:00-10:00,10:00-11:00,normal,355,355,93.91761353675953,31.344950292676767,547.2325999436337,244.67278743280542,505.1661590883923,5.070422535211268,100.0,355,17.458397439905514,88.35791666541301,83000682.5671045,158.22697778596267,79.98834609716711,12.77631965153654,0.16326565967059473,behavioral_drift
