experiment_id,train_hour,eval_hour,regime,n_train,n_eval,threshold,maha_mean_train,maha_mean_eval,maha_std_eval,maha_median_eval,pct_above_thr_train,pct_above_thr_eval,n_anomalous_eval,mahalanobis_ratio,recon_lstm_mean_train,recon_usad_mean_train,recon_tranad_mean_train,recon_lstm_mean_eval,recon_usad_mean_eval,recon_tranad_mean_eval,verdict
2,11:00-12:00,12:00-13:00,normal,355,355,96.8406348444509,51.96588737644696,1102.0734319193214,891.033006673847,862.2355378077418,5.070422535211268,100.0,355,21.207632305704177,94.60578945858377,0.01785229000617081,0.008314138347886397,77.5807439723485,0.018641814901690246,0.04565848891006809,behavioral_drift
